"Nom de la borne de recharge","Nom du parc","Adresse","Rue","Suite","Ville","Province","Code Postal","Région","Niveau de recharge","Latitude","Longitude","Coût","Mode de tarification","Type d’emplacement","Puissance (kW)"
"CEA-12921","1034 | BSR | AC | 10760 Saint-Charles","10760 Saint-Charles Montréal QC H2C 1B1","10760 Saint-Charles",,"Montréal","QC","H2C 1B1","Montréal","Niveau 2",45.559919,-73.667026,1,"par heure","",7.2
"CEA-12984","1035 | BSR | AC | 300 Chabanel","300 Chabanel Montréal QC H2N 2L2","300 Chabanel",,"Montréal","QC","H2N 2L2","Montréal","Niveau 2",45.539904,-73.653606,1,"par heure","",7.2
"CEA-12858","1035 | BSR | AC | 300 Chabanel","300 Chabanel Montréal QC H2N 2L2","300 Chabanel",,"Montréal","QC","H2N 2L2","Montréal","Niveau 2",45.539904,-73.653606,1,"par heure","",7.2
"CEA-12875","1040 | BHR | AC | 12225 Grenet","12225 Rue Grenet Montréal QC H4J 2N7","12225 Rue Grenet",,"Montréal","QC","H4J 2N7","Montréal","Niveau 2",45.529773,-73.7154587890817,1,"par heure","",7.2
"CEA-12862","1040 | BHR | AC | 12225 Grenet","12225 Rue Grenet Montréal QC H4J 2N7","12225 Rue Grenet",,"Montréal","QC","H4J 2N7","Montréal","Niveau 2",45.529773,-73.7154587890817,1,"par heure","",7.2
"CEA-12876","1040 | BHR | AC | 12225 Grenet","12225 Rue Grenet Montréal QC H4J 2N7","12225 Rue Grenet",,"Montréal","QC","H4J 2N7","Montréal","Niveau 2",45.529773,-73.7154587890817,1,"par heure","",7.2
"CEA-12863","1040 | BHR | AC | 12225 Grenet","12225 Rue Grenet Montréal QC H4J 2N7","12225 Rue Grenet",,"Montréal","QC","H4J 2N7","Montréal","Niveau 2",45.529773,-73.7154587890817,1,"par heure","",7.2
"CEA-11388","1050 Chemin de Dunkirk","1050 chemin Dunkirk Mont-Royal QC H3R 3J8","1050 chemin Dunkirk",,"Mont-Royal","QC","H3R 3J8","Montréal","Niveau 2",45.514998,-73.639348,1,"par heure","",7.2
"CEA-11408","1050 Chemin de Dunkirk","1050 chemin Dunkirk Mont-Royal QC H3R 3J8","1050 chemin Dunkirk",,"Mont-Royal","QC","H3R 3J8","Montréal","Niveau 2",45.514998,-73.639348,1,"par heure","",7.2
"CEA-086","1080 | BHR | AC | 10560 Rue St-Hubert : Aréna Ahuntsic","10560 Rue St-Hubert Montréal QC H2C 2H7","10560 Rue St-Hubert","","Montréal","QC","H2C 2H7","Montréal","Niveau 2",45.557008,-73.664484,1,"par heure","",7.2
"CEA-11120","1081 | BHR | AC | 11301 de l'Acadie : Aréna Marcelin-Wilson","11301 Boulevard de l'Acadie Montréal QC H3M 2T1","11301 Boulevard de l'Acadie",,"Montréal","QC","H3M 2T1","Montréal","Niveau 2",45.5367927,-73.6847163,1,"par heure","sur rue",7.2
"CEA-10783","1081 | BHR | AC | 11301 de l'Acadie : Aréna Marcelin-Wilson","11301 Boulevard de l'Acadie Montréal QC H3M 2T1","11301 Boulevard de l'Acadie",,"Montréal","QC","H3M 2T1","Montréal","Niveau 2",45.5367927,-73.6847163,1,"par heure","sur rue",7.2
"CEA-10781","1081 | BHR | AC | 11301 de l'Acadie : Aréna Marcelin-Wilson","11301 Boulevard de l'Acadie Montréal QC H3M 2T1","11301 Boulevard de l'Acadie",,"Montréal","QC","H3M 2T1","Montréal","Niveau 2",45.5367927,-73.6847163,1,"par heure","sur rue",7.2
"CEA-11482","11001 | BSR | MN | 5195 Alfred","5195 Alfred Montréal QC H1G 5B9","5195 Alfred","","Montréal","QC","H1G 5B9","Montréal","Niveau 2",45.60424,-73.628686,1,"par heure","sur rue",7.2
"CEA-11483","11001 | BSR | MN | 5195 Alfred","5195 Alfred Montréal QC H1G 5B9","5195 Alfred","","Montréal","QC","H1G 5B9","Montréal","Niveau 2",45.60424,-73.628686,1,"par heure","sur rue",7.2
"CEA-11355","11002 | BSR | MN | 11360 des Laurentides","11360 Avenue des Laurentides Montréal-Nord QC H1H 4W3","11360 Avenue des Laurentides","","Montréal-Nord","QC","H1H 4W3","Montréal","Niveau 2",45.591598,-73.649053,1,"par heure","sur rue",7.2
"CEA-11484","11002 | BSR | MN | 11360 des Laurentides","11360 Avenue des Laurentides Montréal-Nord QC H1H 4W3","11360 Avenue des Laurentides","","Montréal-Nord","QC","H1H 4W3","Montréal","Niveau 2",45.591598,-73.649053,1,"par heure","sur rue",7.2
"CEA-11396","11003 | BSR | MN | 4701 de Bayonne : Parc Sauvé","4701 de Bayonne Montréal QC H1H 1N9","4701 de Bayonne",,"Montréal","QC","H1H 1N9","Montréal","Niveau 2",45.598483,-73.635289,1,"par heure","sur rue",7.2
"CEA-11486","11003 | BSR | MN | 4701 de Bayonne : Parc Sauvé","4701 de Bayonne Montréal QC H1H 1N9","4701 de Bayonne",,"Montréal","QC","H1H 1N9","Montréal","Niveau 2",45.598483,-73.635289,1,"par heure","sur rue",7.2
"CEA-12110","11004 | BSR | MN | 10825 Edger","10825 Edger Montréal QC H1G 3E1","10825 Edger",,"Montréal","QC","H1G 3E1","Montréal","Niveau 2",45.598483,-73.62168,1,"par heure","",7.2
"CEA-12114","11004 | BSR | MN | 10825 Edger","10825 Edger Montréal QC H1G 3E1","10825 Edger",,"Montréal","QC","H1G 3E1","Montréal","Niveau 2",45.598483,-73.62168,1,"par heure","",7.2
"CEA-12115","11005 | BSR | MN | 11243 Garon - Parc Amos Garon","11243 Garon - Parc Amos Garon Montréal QC H1H 3T5","11243 Garon - Parc Amos Garon",,"Montréal","QC","H1H 3T5","Montréal","Niveau 2",45.59529,-73.638254,1,"par heure","sur rue",7.2
"CEA-12116","11005 | BSR | MN | 11243 Garon - Parc Amos Garon","11243 Garon - Parc Amos Garon Montréal QC H1H 3T5","11243 Garon - Parc Amos Garon",,"Montréal","QC","H1H 3T5","Montréal","Niveau 2",45.59529,-73.638254,1,"par heure","sur rue",7.2
"CEA-11928","11006 | BSR | MN | 5047 Charleroi","5047 Charleroi Montréal QC H1G 5M1","5047 Charleroi",,"Montréal","QC","H1G 5M1","Montréal","Niveau 2",45.599257,-73.626918,1,"par heure","sur rue",7.2
"CEA-11924","11006 | BSR | MN | 5047 Charleroi","5047 Charleroi Montréal QC H1G 5M1","5047 Charleroi",,"Montréal","QC","H1G 5M1","Montréal","Niveau 2",45.599257,-73.626918,1,"par heure","sur rue",7.2
"CEA-12972","11007 | BSR | MN | 11917 Drapeau","11917 Rue Drapeau Montréal QC H1H 3K8","11917 Rue Drapeau",,"Montréal","QC","H1H 3K8","Montréal","Niveau 2",45.603065,-73.640493,1,"par heure","",7.2
"CEA-12840","11007 | BSR | MN | 11917 Drapeau","11917 Rue Drapeau Montréal QC H1H 3K8","11917 Rue Drapeau",,"Montréal","QC","H1H 3K8","Montréal","Niveau 2",45.603065,-73.640493,1,"par heure","",7.2
"CEA-12853","11008 | BSR | MN | 3273 Gouin","3273 Gouin  Montréal QC H1H 1A9","3273 Gouin ",,"Montréal","QC","H1H 1A9","Montréal","Niveau 2",45.586392,-73.652012,1,"par heure","",7.2
"CEA-12851","11008 | BSR | MN | 3273 Gouin","3273 Gouin  Montréal QC H1H 1A9","3273 Gouin ",,"Montréal","QC","H1H 1A9","Montréal","Niveau 2",45.586392,-73.652012,1,"par heure","",7.2
"CEA-12849","11008 | BSR | MN | 3273 Gouin","3273 Gouin  Montréal QC H1H 1A9","3273 Gouin ",,"Montréal","QC","H1H 1A9","Montréal","Niveau 2",45.586392,-73.652012,1,"par heure","",7.2
"CEA-12854","11008 | BSR | MN | 3273 Gouin","3273 Gouin  Montréal QC H1H 1A9","3273 Gouin ",,"Montréal","QC","H1H 1A9","Montréal","Niveau 2",45.586392,-73.652012,1,"par heure","",7.2
"CEA-179","11080 | BHR | MN | 4243 de Charleroi : Hôtel de Ville","4243 rue de Charleroi Montréal QC H1H 5R5","4243 rue de Charleroi","","Montréal","QC","H1H 5R5","Montréal","Niveau 2",45.594043,-73.63755,1,"par heure","",7.2
"CEA-167","11080 | BHR | MN | 4243 de Charleroi : Hôtel de Ville","4243 rue de Charleroi Montréal QC H1H 5R5","4243 rue de Charleroi","","Montréal","QC","H1H 5R5","Montréal","Niveau 2",45.594043,-73.63755,1,"par heure","",7.2
"CEA-11063","11081 | BHR | MN | 3700 Fleury E : Aréna Fleury","3700 rue Fleury E Montréal-Nord QC H1H 1M6","3700 rue Fleury E","","Montréal-Nord","QC","H1H 1M6","Montréal","Niveau 2",45.58299,-73.636718,1,"par heure","",7.2
"CEA-11064","11081 | BHR | MN | 3700 Fleury E : Aréna Fleury","3700 rue Fleury E Montréal-Nord QC H1H 1M6","3700 rue Fleury E","","Montréal-Nord","QC","H1H 1M6","Montréal","Niveau 2",45.58299,-73.636718,1,"par heure","",7.2
"CEA-180","11082 | BHR | MN | 12000 Rolland : Aréna Henri-Bourassa","12000 Boulevard Rolland Montréal-Nord QC H1H 1M6","12000 Boulevard Rolland","","Montréal-Nord","QC","H1H 1M6","Montréal","Niveau 2",45.615812,-73.620915,1,"par heure","",7.2
"CEA-11041","12001 | BSR | SLE | 4755 Jarry Est","4755 Jarry Est  Montréal QC H1R 1X7","4755 Jarry Est ",,"Montréal","QC","H1R 1X7","Montréal","Niveau 2",45.578506,-73.597303,1,"par heure","",7.2
"CEA-11139","12001 | BSR | SLE | 4755 Jarry Est","4755 Jarry Est  Montréal QC H1R 1X7","4755 Jarry Est ",,"Montréal","QC","H1R 1X7","Montréal","Niveau 2",45.578506,-73.597303,1,"par heure","",7.2
"CEA-11443","12002 | BSR | SLE | 5200 Lavoisier","5200 Lavoisier Montréal QC H1R 1J5","5200 Lavoisier",,"Montréal","QC","H1R 1J5","Montréal","Niveau 2",45.589301,-73.607482,1,"par heure","sur rue",7.2
"CEA-11446","12002 | BSR | SLE | 5200 Lavoisier","5200 Lavoisier Montréal QC H1R 1J5","5200 Lavoisier",,"Montréal","QC","H1R 1J5","Montréal","Niveau 2",45.589301,-73.607482,1,"par heure","sur rue",7.2
"CEA-11141","12003 | BHR | SLE | 7800 De La Salette","7800 rue de la Salette Saint-Léonard QC H1P 2J8","7800 rue de la Salette","","Saint-Léonard","QC","H1P 2J8","Montréal","Niveau 2",45.5899689,-73.5838002,1,"par heure","sur rue",7.2
"CEA-11146","12003 | BHR | SLE | 7800 De La Salette","7800 rue de la Salette Saint-Léonard QC H1P 2J8","7800 rue de la Salette","","Saint-Léonard","QC","H1P 2J8","Montréal","Niveau 2",45.5899689,-73.5838002,1,"par heure","sur rue",7.2
"CEA-11807","12004 | BSR | SLE | 5152 Jarry E."," 5152 Jarry E. Montréal QC H1R 2L8"," 5152 Jarry E.",,"Montréal","QC","H1R 2L8","Montréal","Niveau 2",45.582365,-73.594047,1,"par heure","sur rue",7.2
"CEA-11803","12004 | BSR | SLE | 5152 Jarry E."," 5152 Jarry E. Montréal QC H1R 2L8"," 5152 Jarry E.",,"Montréal","QC","H1R 2L8","Montréal","Niveau 2",45.582365,-73.594047,1,"par heure","sur rue",7.2
"CEA-11023","12005 | BSR | SLE | 5345 Jarry"," 5345 Jarry Montréal QC H1P 1T8"," 5345 Jarry",,"Montréal","QC","H1P 1T8","Montréal","Niveau 2",45.584271,-73.592244,1,"par heure","sur rue",7.2
"CEA-11032","12005 | BSR | SLE | 5345 Jarry"," 5345 Jarry Montréal QC H1P 1T8"," 5345 Jarry",,"Montréal","QC","H1P 1T8","Montréal","Niveau 2",45.584271,-73.592244,1,"par heure","",7.2
"CEA-13245","12005 | BSR | SLE | 5345 Jarry"," 5345 Jarry Montréal QC H1P 1T8"," 5345 Jarry",,"Montréal","QC","H1P 1T8","Montréal","Niveau 2",45.584271,-73.592244,1,"par heure","",7.2
"CEA-13252","12005 | BSR | SLE | 5345 Jarry"," 5345 Jarry Montréal QC H1P 1T8"," 5345 Jarry",,"Montréal","QC","H1P 1T8","Montréal","Niveau 2",45.584271,-73.592244,1,"par heure","",7.2
"CEA-13012","12080 | BHR | SLE | 5300 Robert : Aréna Martin-Brodeur","5300 Boulevard Robert St-Léonard QC H1R 1R1","5300 Boulevard Robert","","St-Léonard","QC","H1R 1R1","Montréal","Niveau 2",45.58554,-73.59837,1,"par heure","",7.2
"CEA-054","12080 | BHR | SLE | 5300 Robert : Aréna Martin-Brodeur","5300 Boulevard Robert St-Léonard QC H1R 1R1","5300 Boulevard Robert","","St-Léonard","QC","H1R 1R1","Montréal","Niveau 2",45.58554,-73.59837,1,"par heure","",7.2
"CEA-275","12080 | BHR | SLE | 5300 Robert : Aréna Martin-Brodeur","5300 Boulevard Robert St-Léonard QC H1R 1R1","5300 Boulevard Robert","","St-Léonard","QC","H1R 1R1","Montréal","Niveau 2",45.58554,-73.59837,1,"par heure","",7.2
"CEA-13055","12080 | BHR | SLE | 5300 Robert : Aréna Martin-Brodeur","5300 Boulevard Robert St-Léonard QC H1R 1R1","5300 Boulevard Robert","","St-Léonard","QC","H1R 1R1","Montréal","Niveau 2",45.58554,-73.59837,1,"par heure","",7.2
"CEA-10124","12082 | BHR | SLE | 7755 Colbert : Aréna Roberto-Luongo","7755 Rue Colbert Montréal QC H1R 2B6","7755 Rue Colbert","","Montréal","QC","H1R 2B6","Montréal","Niveau 2",45.574105,-73.59573,1,"par heure","",7.2
"CEA-12945","12082 | BHR | SLE | 7755 Colbert : Aréna Roberto-Luongo","7755 Rue Colbert Montréal QC H1R 2B6","7755 Rue Colbert","","Montréal","QC","H1R 2B6","Montréal","Niveau 2",45.574105,-73.59573,1,"par heure","",7.2
"CEA-13300","12082 | BHR | SLE | 7755 Colbert : Aréna Roberto-Luongo","7755 Rue Colbert Montréal QC H1R 2B6","7755 Rue Colbert","","Montréal","QC","H1R 2B6","Montréal","Niveau 2",45.574105,-73.59573,1,"par heure","",7.2
"CEA-12002","126 Rue Brassard","126 Rue Brassard Bégin QC G0V 1B0","126 Rue Brassard",,"Bégin","QC","G0V 1B0","Saguenay - Lac-Saint-Jean","Niveau 2",48.675981,-71.360036,1,"par heure","",7.2
"CEA-11316 ","13001 | BSR | OUTR | 1311 Bernard","1311 avenue Bernard Outremont QC H1N 2B6","1311 avenue Bernard",,"Outremont","QC","H1N 2B6","Montréal","Niveau 2",45.519056,-73.609774,1,"par heure","",7.2
"CEA-11328","13001 | BSR | OUTR | 1311 Bernard","1311 avenue Bernard Outremont QC H1N 2B6","1311 avenue Bernard",,"Outremont","QC","H1N 2B6","Montréal","Niveau 2",45.519056,-73.609774,1,"par heure","sur rue",7.2
"CEA-11445","13002 | BSR | OUTR | 122 Querbes","122 Avenue Querbes Montréal QC H2V 3V9","122, Avenue Querbes",,"Montréal","QC","H2V 3V9","Montréal","Niveau 2",45.5175347,-73.5981603,1,"par heure","sur rue",7.2
"CEA-11444","13002 | BSR | OUTR | 122 Querbes","122 Avenue Querbes Montréal QC H2V 3V9","122, Avenue Querbes",,"Montréal","QC","H2V 3V9","Montréal","Niveau 2",45.5175347,-73.5981603,1,"par heure","sur rue",7.2
"CEA-12925","13002 | BSR | OUTR | 122 Querbes","122 Avenue Querbes Montréal QC H2V 3V9","122, Avenue Querbes",,"Montréal","QC","H2V 3V9","Montréal","Niveau 2",45.5175347,-73.5981603,1,"par heure","sur rue",7.2
"CEA-12926","13002 | BSR | OUTR | 122 Querbes","122 Avenue Querbes Montréal QC H2V 3V9","122, Avenue Querbes",,"Montréal","QC","H2V 3V9","Montréal","Niveau 2",45.5175347,-73.5981603,1,"par heure","sur rue",7.2
"CEA-11451","13003 | BHR | OUTR | 779 de l'Épée","779 de l'Épée Montréal QC H2V 3V1","779 de l'Épée",,"Montréal","QC","H2V 3V1","Montréal","Niveau 2",45.523205,-73.611731,1,"par heure","",7.2
"CEA-11441","13003 | BHR | OUTR | 779 de l'Épée","779 de l'Épée Montréal QC H2V 3V1","779 de l'Épée",,"Montréal","QC","H2V 3V1","Montréal","Niveau 2",45.523205,-73.611731,1,"par heure","",7.2
"CEA-12019","13006 | BSR | OUTR | 620 de l’Épée","620 de l’Épée Montréal QC H2V 3T8","620 de l’Épée",,"Montréal","QC","H2V 3T8","Montréal","Niveau 2",45.521536,-73.608234,1,"par heure","sur rue",7.2
"CEA-12014","13006 | BSR | OUTR | 620 de l’Épée","620 de l’Épée Montréal QC H2V 3T8","620 de l’Épée",,"Montréal","QC","H2V 3T8","Montréal","Niveau 2",45.521536,-73.608234,1,"par heure","sur rue",7.2
"CEA-12007","13007 | BSR | OUTR | 481 Édouard-Charles","481 Édouard-Charles Montréal QC H2V 2N3","481 Édouard-Charles",,"Montréal","QC","H2V 2N3","Montréal","Niveau 2",45.517788,-73.596564,1,"par heure","sur rue",7.2
"CEA-12008","13007 | BSR | OUTR | 481 Édouard-Charles","481 Édouard-Charles Montréal QC H2V 2N3","481 Édouard-Charles",,"Montréal","QC","H2V 2N3","Montréal","Niveau 2",45.517788,-73.596564,1,"par heure","sur rue",7.2
"CEA-12870","13008 | BHR | OUTR | 1080 Rockland","1080 Rockland Montréal QC H2V 3A1","1080 Rockland",,"Montréal","QC","H2V 3A1","Montréal","Niveau 2",45.519203,-73.622776,1,"par heure","",7.2
"CEA-12900","13008 | BHR | OUTR | 1080 Rockland","1080 Rockland Montréal QC H2V 3A1","1080 Rockland",,"Montréal","QC","H2V 3A1","Montréal","Niveau 2",45.519203,-73.622776,1,"par heure","",7.2
"CEA-12903","13008 | BHR | OUTR | 1080 Rockland","1080 Rockland Montréal QC H2V 3A1","1080 Rockland",,"Montréal","QC","H2V 3A1","Montréal","Niveau 2",45.519203,-73.622776,1,"par heure","",7.2
"CEA-12916","13008 | BHR | OUTR | 1080 Rockland","1080 Rockland Montréal QC H2V 3A1","1080 Rockland",,"Montréal","QC","H2V 3A1","Montréal","Niveau 2",45.519203,-73.622776,1,"par heure","",7.2
"CEA-13051","13009 | BSR | OUTR | 5123 Durocher","5123 Durocher Montréal QC H2V 3X7","5123 Durocher",,"Montréal","QC","H2V 3X7","Montréal","Niveau 2",45.518592,-73.597476,1,"par heure","sur rue",7.2
"CEA-13081","13009 | BSR | OUTR | 5123 Durocher","5123 Durocher Montréal QC H2V 3X7","5123 Durocher",,"Montréal","QC","H2V 3X7","Montréal","Niveau 2",45.518592,-73.597476,1,"par heure","sur rue",7.2
"CEA-13087","13009 | BSR | OUTR | 5123 Durocher","5123 Durocher Montréal QC H2V 3X7","5123 Durocher",,"Montréal","QC","H2V 3X7","Montréal","Niveau 2",45.518592,-73.597476,1,"par heure","sur rue",7.2
"CEA-13090","13009 | BSR | OUTR | 5123 Durocher","5123 Durocher Montréal QC H2V 3X7","5123 Durocher",,"Montréal","QC","H2V 3X7","Montréal","Niveau 2",45.518592,-73.597476,1,"par heure","",7.2
"CEA-10923","14002 | BSR | SLA | 1807 Couvrette","1807 Couvrette Montréal QC H4L 4T7","1807 Couvrette","","Montréal","QC","H4L 4T7","Montréal","Niveau 2",45.52811,-73.68553,1,"par heure","sur rue",7.2
"CEA-10956","14002 | BSR | SLA | 1807 Couvrette","1807 Couvrette Montréal QC H4L 4T7","1807 Couvrette","","Montréal","QC","H4L 4T7","Montréal","Niveau 2",45.52811,-73.68553,1,"par heure","sur rue",7.2
"CEA-10924","14002 | BSR | SLA | 1807 Couvrette","1807 Couvrette Montréal QC H4L 4T7","1807 Couvrette","","Montréal","QC","H4L 4T7","Montréal","Niveau 2",45.52811,-73.68553,1,"par heure","sur rue",7.2
"CEA-10961","14002 | BSR | SLA | 1807 Couvrette","1807 Couvrette Montréal QC H4L 4T7","1807 Couvrette","","Montréal","QC","H4L 4T7","Montréal","Niveau 2",45.52811,-73.68553,1,"par heure","sur rue",7.2
"CEA-10753","14004 | BSR | SLA | 2695 Ernest-Hemingway","2695A Ernest-Hemingway Montréal QC H4R 3E9","2695A Ernest-Hemingway","","Montréal","QC","H4R 3E9","Montréal","Niveau 2",45.511641,-73.71131,1,"par heure","sur rue",7.2
"CEA-10932","14004 | BSR | SLA | 2695 Ernest-Hemingway","2695A Ernest-Hemingway Montréal QC H4R 3E9","2695A Ernest-Hemingway","","Montréal","QC","H4R 3E9","Montréal","Niveau 2",45.511641,-73.71131,1,"par heure","sur rue",7.2
"CEA-11006","14005 | BSR | SLA | 4405 Bois Franc","4405 Bois Franc Montréal QC H4S 1A8","4405 Bois Franc","","Montréal","QC","H4S 1A8","Montréal","Niveau 2",45.499975,-73.735495,1,"par heure","",7.2
"CEA-10926","14005 | BSR | SLA | 4405 Bois Franc","4405 Bois Franc Montréal QC H4S 1A8","4405 Bois Franc","","Montréal","QC","H4S 1A8","Montréal","Niveau 2",45.499975,-73.735495,1,"par heure","sur rue",7.2
"CEA-11029","14005 | BSR | SLA | 4405 Bois Franc","4405 Bois Franc Montréal QC H4S 1A8","4405 Bois Franc","","Montréal","QC","H4S 1A8","Montréal","Niveau 2",45.499975,-73.735495,1,"par heure","sur rue",7.2
"CEA-10955","14005 | BSR | SLA | 4405 Bois Franc","4405 Bois Franc Montréal QC H4S 1A8","4405 Bois Franc","","Montréal","QC","H4S 1A8","Montréal","Niveau 2",45.499975,-73.735495,1,"par heure","sur rue",7.2
"CEA-10842","14007 | BSR | SLA | 1535 Beaudet","1535 Beaudet Montréal QC H4L 2J9","1535 Beaudet","","Montréal","QC","H4L 2J9","Montréal","Niveau 2",45.510062,-73.677333,1,"par heure","sur rue",7.2
"CEA-10858","14007 | BSR | SLA | 1535 Beaudet","1535 Beaudet Montréal QC H4L 2J9","1535 Beaudet","","Montréal","QC","H4L 2J9","Montréal","Niveau 2",45.510062,-73.677333,1,"par heure","sur rue",7.2
"CEA-10951","14008 | BSR | SLA | 1555 Édouard-Laurin","1555 Boulevard Edouard-Laurin Montréal QC H4L 2B2","1555 Boulevard Edouard-Laurin","","Montréal","QC","H4L 2B2","Montréal","Niveau 2",45.51282,-73.683041,1,"par heure","sur rue",7.2
"CEA-10925","14008 | BSR | SLA | 1555 Édouard-Laurin","1555 Boulevard Edouard-Laurin Montréal QC H4L 2B2","1555 Boulevard Edouard-Laurin","","Montréal","QC","H4L 2B2","Montréal","Niveau 2",45.51282,-73.683041,1,"par heure","sur rue",7.2
"CEA-10957","14009 | BSR | SLA | 1677 Poirier","1677 Poirier Montréal QC H4L 1J2","1677 Poirier","","Montréal","QC","H4L 1J2","Montréal","Niveau 2",45.51964,-73.697318,1,"par heure","sur rue",7.2
"CEA-10953","14009 | BSR | SLA | 1677 Poirier","1677 Poirier Montréal QC H4L 1J2","1677 Poirier","","Montréal","QC","H4L 1J2","Montréal","Niveau 2",45.51964,-73.697318,1,"par heure","sur rue",7.2
"CEA-10754","14010 | BSR | SLA | 5645 Dessiant","5645 Dessiant Montréal QC H4S 1M1","5645 Dessiant","","Montréal","QC","H4S 1M1","Montréal","Niveau 2",45.49534,-73.748614,1,"par heure","sur rue",7.2
"CEA-10854","14010 | BSR | SLA | 5645 Dessiant","5645 Dessiant Montréal QC H4S 1M1","5645 Dessiant","","Montréal","QC","H4S 1M1","Montréal","Niveau 2",45.49534,-73.748614,1,"par heure","sur rue",7.2
"CEA-10849","14011 | BSR | SLA | 360A Meloche","360 Meloche Montréal QC H4N 1A6","360 Meloche","","Montréal","QC","H4N 1A6","Montréal","Niveau 2",45.528437,-73.675778,1,"par heure","sur rue",7.2
"CEA-10850","14011 | BSR | SLA | 360A Meloche","360 Meloche Montréal QC H4N 1A6","360 Meloche","","Montréal","QC","H4N 1A6","Montréal","Niveau 2",45.528437,-73.675778,1,"par heure","sur rue",7.2
"CEA-10933","14012 | BSR | SLA | 3100 Toupin","3100 Toupin Montréal QC H4K 2V4","3100 Toupin",,"Montréal","QC","H4K 2V4","Montréal","Niveau 2",45.517305,-73.726967,1,"par heure","sur rue",7.2
"CEA-10567","14012 | BSR | SLA | 3100 Toupin","3100 Toupin Montréal QC H4K 2V4","3100 Toupin",,"Montréal","QC","H4K 2V4","Montréal","Niveau 2",45.517305,-73.726967,1,"par heure","sur rue",7.2
"CEA-11359","14013 | BSR | SLA | 1230 rue Muir","1230 rue Muir Montréal QC H4L 4S8","1230 rue Muir","","Montréal","QC","H4L 4S8","Montréal","Niveau 2",45.52468,-73.675618,1,"par heure","sur rue",7.2
