NOM_EVENEMENT,DATE,NOM_LIEU,ARRONDISSEMENT,ADRESSE_EVENEMENT,LONGITUDE,LATITUDE,VILLE
Expositions à la bibliothèque Georges-Dor,2016-09-16T10:00:00,Bibliothèque Georges-Dor,Vieux-Longueuil,"2760, chemin de Chambly","-73,463,044","45,521,354",Longueil
Expositions à la bibliothèque Georges-Dor,2016-09-23T10:00:00,Bibliothèque Georges-Dor,Vieux-Longueuil,"2760, chemin de Chambly","-73,463,044","45,521,354",Longueil
Expositions à la bibliothèque Georges-Dor,2016-09-30T10:00:00,Bibliothèque Georges-Dor,Vieux-Longueuil,"2760, chemin de Chambly","-73,463,044","45,521,354",Longueil
Expositions à la bibliothèque Georges-Dor,2016-10-07T10:00:00,Bibliothèque Georges-Dor,Vieux-Longueuil,"2760, chemin de Chambly","-73,463,044","45,521,354",Longueil
Expositions à la bibliothèque Georges-Dor,2016-10-14T10:00:00,Bibliothèque Georges-Dor,Vieux-Longueuil,"2760, chemin de Chambly","-73,463,044","45,521,354",Longueil
Expositions à la bibliothèque Georges-Dor,2016-10-21T10:00:00,Bibliothèque Georges-Dor,Vieux-Longueuil,"2760, chemin de Chambly","-73,463,044","45,521,354",Longueil
Expositions à la bibliothèque Georges-Dor,2016-10-28T10:00:00,Bibliothèque Georges-Dor,Vieux-Longueuil,"2760, chemin de Chambly","-73,463,044","45,521,354",Longueil
Expositions à la bibliothèque Georges-Dor,2016-11-04T10:00:00,Bibliothèque Georges-Dor,Vieux-Longueuil,"2760, chemin de Chambly","-73,463,044","45,521,354",Longueil
Expositions à la bibliothèque Georges-Dor,2016-11-11T10:00:00,Bibliothèque Georges-Dor,Vieux-Longueuil,"2760, chemin de Chambly","-73,463,044","45,521,354",Longueil
Expositions à la bibliothèque Georges-Dor,2016-11-18T10:00:00,Bibliothèque Georges-Dor,Vieux-Longueuil,"2760, chemin de Chambly","-73,463,044","45,521,354",Longueil
Expositions à la bibliothèque Georges-Dor,2016-11-25T10:00:00,Bibliothèque Georges-Dor,Vieux-Longueuil,"2760, chemin de Chambly","-73,463,044","45,521,354",Longueil
Expositions à la bibliothèque Georges-Dor,2016-12-02T10:00:00,Bibliothèque Georges-Dor,Vieux-Longueuil,"2760, chemin de Chambly","-73,463,044","45,521,354",Longueil
Expositions à la bibliothèque Georges-Dor,2016-12-09T10:00:00,Bibliothèque Georges-Dor,Vieux-Longueuil,"2760, chemin de Chambly","-73,463,044","45,521,354",Longueil
Expositions à la bibliothèque Georges-Dor,2016-12-16T10:00:00,Bibliothèque Georges-Dor,Vieux-Longueuil,"2760, chemin de Chambly","-73,463,044","45,521,354",Longueil
Expositions à la bibliothèque Georges-Dor,2016-12-23T10:00:00,Bibliothèque Georges-Dor,Vieux-Longueuil,"2760, chemin de Chambly","-73,463,044","45,521,354",Longueil
Expositions à la bibliothèque Georges-Dor,2016-12-30T10:00:00,Bibliothèque Georges-Dor,Vieux-Longueuil,"2760, chemin de Chambly","-73,463,044","45,521,354",Longueil
Expositions à la bibliothèque Georges-Dor,2017-01-06T10:00:00,Bibliothèque Georges-Dor,Vieux-Longueuil,"2760, chemin de Chambly","-73,463,044","45,521,354",Longueil
Expositions à la bibliothèque Georges-Dor,2017-01-13T10:00:00,Bibliothèque Georges-Dor,Vieux-Longueuil,"2760, chemin de Chambly","-73,463,044","45,521,354",Longueil
Expositions à la bibliothèque Georges-Dor,2016-09-17T10:00:00,Bibliothèque Georges-Dor,Vieux-Longueuil,"2760, chemin de Chambly","-73,463,044","45,521,354",Longueil
Expositions à la bibliothèque Georges-Dor,2016-09-18T10:00:00,Bibliothèque Georges-Dor,Vieux-Longueuil,"2760, chemin de Chambly","-73,463,044","45,521,354",Longueil
Expositions à la bibliothèque Georges-Dor,2016-09-24T10:00:00,Bibliothèque Georges-Dor,Vieux-Longueuil,"2760, chemin de Chambly","-73,463,044","45,521,354",Longueil
Expositions à la bibliothèque Georges-Dor,2016-09-25T10:00:00,Bibliothèque Georges-Dor,Vieux-Longueuil,"2760, chemin de Chambly","-73,463,044","45,521,354",Longueil
Expositions à la bibliothèque Georges-Dor,2016-10-01T10:00:00,Bibliothèque Georges-Dor,Vieux-Longueuil,"2760, chemin de Chambly","-73,463,044","45,521,354",Longueil
Expositions à la bibliothèque Georges-Dor,2016-10-02T10:00:00,Bibliothèque Georges-Dor,Vieux-Longueuil,"2760, chemin de Chambly","-73,463,044","45,521,354",Longueil
Expositions à la bibliothèque Georges-Dor,2016-10-08T10:00:00,Bibliothèque Georges-Dor,Vieux-Longueuil,"2760, chemin de Chambly","-73,463,044","45,521,354",Longueil
Expositions à la bibliothèque Georges-Dor,2016-10-09T10:00:00,Bibliothèque Georges-Dor,Vieux-Longueuil,"2760, chemin de Chambly","-73,463,044","45,521,354",Longueil
Expositions à la bibliothèque Georges-Dor,2016-10-15T10:00:00,Bibliothèque Georges-Dor,Vieux-Longueuil,"2760, chemin de Chambly","-73,463,044","45,521,354",Longueil
Expositions à la bibliothèque Georges-Dor,2016-10-16T10:00:00,Bibliothèque Georges-Dor,Vieux-Longueuil,"2760, chemin de Chambly","-73,463,044","45,521,354",Longueil
Expositions à la bibliothèque Georges-Dor,2016-10-22T10:00:00,Bibliothèque Georges-Dor,Vieux-Longueuil,"2760, chemin de Chambly","-73,463,044","45,521,354",Longueil
Expositions à la bibliothèque Georges-Dor,2016-10-23T10:00:00,Bibliothèque Georges-Dor,Vieux-Longueuil,"2760, chemin de Chambly","-73,463,044","45,521,354",Longueil
Expositions à la bibliothèque Georges-Dor,2016-10-29T10:00:00,Bibliothèque Georges-Dor,Vieux-Longueuil,"2760, chemin de Chambly","-73,463,044","45,521,354",Longueil
Expositions à la bibliothèque Georges-Dor,2016-10-30T10:00:00,Bibliothèque Georges-Dor,Vieux-Longueuil,"2760, chemin de Chambly","-73,463,044","45,521,354",Longueil
Expositions à la bibliothèque Georges-Dor,2016-11-05T10:00:00,Bibliothèque Georges-Dor,Vieux-Longueuil,"2760, chemin de Chambly","-73,463,044","45,521,354",Longueil
Expositions à la bibliothèque Georges-Dor,2016-11-06T10:00:00,Bibliothèque Georges-Dor,Vieux-Longueuil,"2760, chemin de Chambly","-73,463,044","45,521,354",Longueil
Expositions à la bibliothèque Georges-Dor,2016-11-12T10:00:00,Bibliothèque Georges-Dor,Vieux-Longueuil,"2760, chemin de Chambly","-73,463,044","45,521,354",Longueil
Expositions à la bibliothèque Georges-Dor,2016-11-13T10:00:00,Bibliothèque Georges-Dor,Vieux-Longueuil,"2760, chemin de Chambly","-73,463,044","45,521,354",Longueil
Expositions à la bibliothèque Georges-Dor,2016-11-19T10:00:00,Bibliothèque Georges-Dor,Vieux-Longueuil,"2760, chemin de Chambly","-73,463,044","45,521,354",Longueil
Expositions à la bibliothèque Georges-Dor,2016-11-20T10:00:00,Bibliothèque Georges-Dor,Vieux-Longueuil,"2760, chemin de Chambly","-73,463,044","45,521,354",Longueil
Expositions à la bibliothèque Georges-Dor,2016-11-26T10:00:00,Bibliothèque Georges-Dor,Vieux-Longueuil,"2760, chemin de Chambly","-73,463,044","45,521,354",Longueil
Expositions à la bibliothèque Georges-Dor,2016-11-27T10:00:00,Bibliothèque Georges-Dor,Vieux-Longueuil,"2760, chemin de Chambly","-73,463,044","45,521,354",Longueil
Expositions à la bibliothèque Georges-Dor,2016-12-03T10:00:00,Bibliothèque Georges-Dor,Vieux-Longueuil,"2760, chemin de Chambly","-73,463,044","45,521,354",Longueil
Expositions à la bibliothèque Georges-Dor,2016-12-04T10:00:00,Bibliothèque Georges-Dor,Vieux-Longueuil,"2760, chemin de Chambly","-73,463,044","45,521,354",Longueil
Expositions à la bibliothèque Georges-Dor,2016-12-10T10:00:00,Bibliothèque Georges-Dor,Vieux-Longueuil,"2760, chemin de Chambly","-73,463,044","45,521,354",Longueil
Expositions à la bibliothèque Georges-Dor,2016-12-11T10:00:00,Bibliothèque Georges-Dor,Vieux-Longueuil,"2760, chemin de Chambly","-73,463,044","45,521,354",Longueil
Expositions à la bibliothèque Georges-Dor,2016-12-17T10:00:00,Bibliothèque Georges-Dor,Vieux-Longueuil,"2760, chemin de Chambly","-73,463,044","45,521,354",Longueil
Expositions à la bibliothèque de Greenfield Park,2016-12-30T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2017-01-02T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2017-01-03T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2017-01-05T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2017-01-06T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2016-09-17T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2016-09-18T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2016-09-24T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2016-09-25T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2016-10-01T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2016-10-02T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2016-10-08T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2016-10-09T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2016-10-15T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2016-10-16T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2016-10-22T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2016-10-23T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2016-10-29T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2016-10-30T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2016-11-05T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2016-11-06T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2016-11-12T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2016-11-13T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2016-11-19T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2016-11-20T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2016-11-26T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2016-11-27T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2016-12-03T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2016-12-04T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2016-12-10T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2016-12-11T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2016-12-17T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2016-12-18T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2016-12-24T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2016-12-25T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2016-12-31T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2017-01-01T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2017-01-07T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2017-01-08T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Randonnées à vélo,2016-09-19T10:00:00,Restaurant McDonald's,Vieux-Longueuil,"2689, chemin de Chambly","-73,466,400","45,523,367",Longueil
Randonnées à vélo,2016-09-28T10:00:00,Restaurant McDonald's,Vieux-Longueuil,"2689, chemin de Chambly","-73,466,400","45,523,367",Longueil
Randonnées à vélo,2016-09-21T09:30:00,Restaurant McDonald's,Vieux-Longueuil,"2689, chemin de Chambly","-73,466,400","45,523,367",Longueil
Randonnées à vélo,2016-09-26T09:30:00,Restaurant McDonald's,Vieux-Longueuil,"2689, chemin de Chambly","-73,466,400","45,523,367",Longueil
Projet de médiation culturelle « Comme un coup de Tonnerre »,2016-09-15T10:00:00,Bibliothèque Raymond-Lévesque,Saint-Hubert,"7025, boulevard Cousineau","-73,402,582","45,491,012",Longueil
Projet de médiation culturelle « Comme un coup de Tonnerre »,2016-09-20T10:00:00,Bibliothèque Raymond-Lévesque,Saint-Hubert,"7025, boulevard Cousineau","-73,402,582","45,491,012",Longueil
Projet de médiation culturelle « Comme un coup de Tonnerre »,2016-09-21T10:00:00,Bibliothèque Raymond-Lévesque,Saint-Hubert,"7025, boulevard Cousineau","-73,402,582","45,491,012",Longueil
Projet de médiation culturelle « Comme un coup de Tonnerre »,2016-09-22T10:00:00,Bibliothèque Raymond-Lévesque,Saint-Hubert,"7025, boulevard Cousineau","-73,402,582","45,491,012",Longueil
Projet de médiation culturelle « Comme un coup de Tonnerre »,2016-09-27T10:00:00,Bibliothèque Raymond-Lévesque,Saint-Hubert,"7025, boulevard Cousineau","-73,402,582","45,491,012",Longueil
Projet de médiation culturelle « Comme un coup de Tonnerre »,2016-09-28T10:00:00,Bibliothèque Raymond-Lévesque,Saint-Hubert,"7025, boulevard Cousineau","-73,402,582","45,491,012",Longueil
Projet de médiation culturelle « Comme un coup de Tonnerre »,2016-09-29T10:00:00,Bibliothèque Raymond-Lévesque,Saint-Hubert,"7025, boulevard Cousineau","-73,402,582","45,491,012",Longueil
Projet de médiation culturelle « Comme un coup de Tonnerre »,2016-09-16T10:00:00,Bibliothèque Raymond-Lévesque,Saint-Hubert,"7025, boulevard Cousineau","-73,402,582","45,491,012",Longueil
Projet de médiation culturelle « Comme un coup de Tonnerre »,2016-09-23T10:00:00,Bibliothèque Raymond-Lévesque,Saint-Hubert,"7025, boulevard Cousineau","-73,402,582","45,491,012",Longueil
Projet de médiation culturelle « Comme un coup de Tonnerre »,2016-09-30T10:00:00,Bibliothèque Raymond-Lévesque,Saint-Hubert,"7025, boulevard Cousineau","-73,402,582","45,491,012",Longueil
Projet de médiation culturelle « Comme un coup de Tonnerre »,2016-09-17T10:00:00,Bibliothèque Raymond-Lévesque,Saint-Hubert,"7025, boulevard Cousineau","-73,402,582","45,491,012",Longueil
Projet de médiation culturelle « Comme un coup de Tonnerre »,2016-09-18T10:00:00,Bibliothèque Raymond-Lévesque,Saint-Hubert,"7025, boulevard Cousineau","-73,402,582","45,491,012",Longueil
Projet de médiation culturelle « Comme un coup de Tonnerre »,2016-09-24T10:00:00,Bibliothèque Raymond-Lévesque,Saint-Hubert,"7025, boulevard Cousineau","-73,402,582","45,491,012",Longueil
Projet de médiation culturelle « Comme un coup de Tonnerre »,2016-09-25T10:00:00,Bibliothèque Raymond-Lévesque,Saint-Hubert,"7025, boulevard Cousineau","-73,402,582","45,491,012",Longueil
Projet de médiation culturelle « Comme un coup de Tonnerre »,2016-10-01T10:00:00,Bibliothèque Raymond-Lévesque,Saint-Hubert,"7025, boulevard Cousineau","-73,402,582","45,491,012",Longueil
Projet de médiation culturelle « Comme un coup de Tonnerre »,2016-10-02T10:00:00,Bibliothèque Raymond-Lévesque,Saint-Hubert,"7025, boulevard Cousineau","-73,402,582","45,491,012",Longueil
Projet de médiation culturelle « Comme un coup de Tonnerre »,2016-10-17T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Projet de médiation culturelle « Comme un coup de Tonnerre »,2016-10-18T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Projet de médiation culturelle « Comme un coup de Tonnerre »,2016-10-20T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Projet de médiation culturelle « Comme un coup de Tonnerre »,2016-10-21T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Projet de médiation culturelle « Comme un coup de Tonnerre »,2016-10-24T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Projet de médiation culturelle « Comme un coup de Tonnerre »,2016-10-25T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Projet de médiation culturelle « Comme un coup de Tonnerre »,2016-10-27T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Projet de médiation culturelle « Comme un coup de Tonnerre »,2016-10-28T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Projet de médiation culturelle « Comme un coup de Tonnerre »,2016-10-22T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Projet de médiation culturelle « Comme un coup de Tonnerre »,2016-10-23T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Projet de médiation culturelle « Comme un coup de Tonnerre »,2017-02-14T10:00:00,Bibliothèque Georges-Dor,Vieux-Longueuil,"2760, chemin de Chambly","-73,463,044","45,521,354",Longueil
Projet de médiation culturelle « Comme un coup de Tonnerre »,2017-02-15T10:00:00,Bibliothèque Georges-Dor,Vieux-Longueuil,"2760, chemin de Chambly","-73,463,044","45,521,354",Longueil
Projet de médiation culturelle « Comme un coup de Tonnerre »,2017-02-16T10:00:00,Bibliothèque Georges-Dor,Vieux-Longueuil,"2760, chemin de Chambly","-73,463,044","45,521,354",Longueil
Projet de médiation culturelle « Comme un coup de Tonnerre »,2017-02-21T10:00:00,Bibliothèque Georges-Dor,Vieux-Longueuil,"2760, chemin de Chambly","-73,463,044","45,521,354",Longueil
Projet de médiation culturelle « Comme un coup de Tonnerre »,2017-02-22T10:00:00,Bibliothèque Georges-Dor,Vieux-Longueuil,"2760, chemin de Chambly","-73,463,044","45,521,354",Longueil
Projet de médiation culturelle « Comme un coup de Tonnerre »,2017-02-23T10:00:00,Bibliothèque Georges-Dor,Vieux-Longueuil,"2760, chemin de Chambly","-73,463,044","45,521,354",Longueil
Projet de médiation culturelle « Comme un coup de Tonnerre »,2017-02-28T10:00:00,Bibliothèque Georges-Dor,Vieux-Longueuil,"2760, chemin de Chambly","-73,463,044","45,521,354",Longueil
Expositions à la bibliothèque Claude-Henri-Grignon,2016-12-31T10:00:00,Bibliothèque Claude-Henri-Grignon,Vieux-Longueuil,"1660, rue Bourassa","-73,493,749","45,523,372",Longueil
Expositions à la bibliothèque Claude-Henri-Grignon,2017-01-01T10:00:00,Bibliothèque Claude-Henri-Grignon,Vieux-Longueuil,"1660, rue Bourassa","-73,493,749","45,523,372",Longueil
Expositions à la bibliothèque de Greenfield Park,2016-09-15T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2016-09-16T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2016-09-19T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2016-09-20T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2016-09-22T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2016-09-23T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2016-09-29T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2016-09-30T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2016-10-03T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2016-10-04T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2016-10-06T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2016-10-07T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2016-10-10T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2016-10-11T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2016-10-13T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2016-10-14T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2016-10-17T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2016-10-18T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2016-10-20T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2016-10-21T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2016-10-24T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2016-10-25T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2016-10-27T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2016-10-28T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2016-11-03T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2016-11-04T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2016-11-07T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2016-11-08T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2016-11-10T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2016-11-11T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2016-11-14T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2016-11-15T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
Expositions à la bibliothèque de Greenfield Park,2016-11-17T13:00:00,Bibliothèque de Greenfield Park,Greenfield Park,"225, rue Empire","-73,487,853","45,491,538",Longueil
